"par_1","par_2","par_3","par_4","par_5","par_6","par_7","par_8","par_9","par_10","par_11","par_12","par_13","par_14","par_15","par_16","par_17","par_18","par_19","par_20","par_21","par_22","par_23","par_24","par_25","par_26","par_27","par_28","par_mean","para_cont","para_exp","para_nl","con_1","con_2","con_3","con_4","con_5","con_mean","cred_1","cred_2","cred_3","cred_4","cred_5","cred_6","cred_mean","creds_cont","rel_spi","rel_cont","rel_group","rel_group_text","age","gender","education","urban","ses","mis","weight"
3,2,2,3,1,2,1,2,3,2,3,4,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1.96428571428571,14,1,55,4,3,2,2,4,3,1,1,1,1,2,2,1.33333333333333,8,"not-religious-not-spiritual",1,8,"geen",44,"Man",5,"other",6,FALSE,0.514950034025397
2,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.25,0,1,0,5,5,4,5,5,4.8,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",70,"Vrouw",6,"other",7,FALSE,0.915631589608699
3,3,2,3,2,2,2,2,2,2,2,3,3,1,3,2,3,2,1,1,1,1,3,1,3,3,1,3,2.14285714285714,30,1,50,2,2,2,2,2,2,1,1,1,1,3,1,1.33333333333333,50,"not-religious-spiritual",20,1,"",48,"Man",8,"other",9,FALSE,0.607468590088693
1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1.28571428571429,0,1,18,1,2,1,1,1,1.2,1,1,1,1,1,1,1,5,"religious-not-spiritual",26,3,"",52,"Vrouw",8,"other",8,FALSE,0.947088235798137
2,1,1,1,1,1,2,3,2,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.35714285714286,0,1,15,2,3,1,2,1,1.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",51,"Vrouw",7,"other",8,FALSE,1.01345684265107
4,5,2,5,2,2,4,3,4,5,5,2,3,2,1,2,3,4,1,1,1,1,3,2,3,4,4,3,2.89285714285714,80,4,60,3,2,2,2,2,2.2,1,1,1,3,2,2,1.66666666666667,50,"not-religious-spiritual",40,1,"",23,"Vrouw",6,"other",7,FALSE,2.92074251692051
1,3,1,2,4,2,2,1,2,2,2,3,4,3,2,1,2,2,3,1,1,1,2,2,2,2,2,3,2.07142857142857,29,1,50,3,3,3,2,3,2.8,1,1,1,1,1,1,1,30,"not-religious-spiritual",20,2,"",61,"Man",7,"big cities",8,FALSE,0.29932387649759
5,5,3,3,5,3,4,3,5,3,3,3,5,3,4,2,4,3,2,3,2,2,4,4,4,3,4,3,3.46428571428571,75,1,80,5,5,3,3,4,4,1,2,1,1,1,1,1.16666666666667,68,"not-religious-spiritual",0,NA,"",54,"Man",6,"other",7,FALSE,0.96108819038889
2,3,2,3,4,1,2,2,1,3,3,2,2,2,3,1,3,2,2,1,1,1,3,1,3,2,3,4,2.21428571428571,58,2,71,3,3,2,2,3,2.6,1,1,1,1,4,1,1.5,100,"not-religious-spiritual",7,1,"",56,"Vrouw",5,"other",7,FALSE,5.71977318249054
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,33,5,2,1,2,4,2.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",48,"Man",8,"other",9,FALSE,0.959238003980293
1,1,1,1,3,2,1,2,2,1,2,1,3,1,3,1,1,1,1,1,1,1,3,1,2,1,1,1,1.46428571428571,10,3,40,3,4,3,1,3,2.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",67,"Vrouw",6,"other",6,FALSE,0.41311350278155
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,57,"not-religious-not-spiritual",0,NA,"",71,"Man",7,"big cities",8,FALSE,0.249930552015359
1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1.14285714285714,20,1,40,2,4,1,1,2,2,1,1,1,1,1,1,1,20,"religious-not-spiritual",20,2,"",50,"Man",7,"other",7,FALSE,1.08655951055892
1,2,2,1,1,2,1,3,1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1.42857142857143,0,1,75,2,1,1,1,1,1.2,1,1,1,1,2,1,1.16666666666667,0,"not-religious-not-spiritual",0,NA,"",60,"Man",7,"other",8,FALSE,0.174307213900569
5,5,5,5,3,3,5,4,3,5,5,4,5,3,5,5,5,5,1,5,5,3,5,5,5,3,3,5,4.28571428571429,7,3,13,5,5,3,5,5,4.6,1,1,1,1,1,1,1,8,"religious-spiritual",41,5,"",56,"Man",5,"big cities",6,FALSE,0.39694701216982
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,13,3,3,2,2,3,2.6,1,1,1,1,1,1,1,0,"religious-not-spiritual",75,2,"",75,"Vrouw",4,"other",7,FALSE,0.698446422411649
2,2,1,1,2,2,1,2,2,3,2,4,2,1,2,1,1,2,NA,2,1,1,2,2,3,1,2,1,1.77777777777778,10,1,55,3,3,3,1,2,2.4,3,3,1,3,3,3,2.66666666666667,46,"not-religious-not-spiritual",5,7,"",54,"Man",8,"other",8,FALSE,0.159095217313419
1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,0,1,60,4,3,2,2,2,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",61,"Man",5,"other",6,FALSE,0.33125078437465
2,4,2,3,1,3,2,2,2,2,3,2,3,4,2,1,2,2,1,2,1,1,1,1,3,3,2,2,2.10714285714286,20,1,50,5,4,3,3,4,3.8,1,2,2,1,1,1,1.33333333333333,20,"not-religious-not-spiritual",0,NA,"",52,"Man",5,"other",7,FALSE,0.558654553191714
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,31,2,2,1,1,2,1.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",62,"Man",6,NA,7,FALSE,NA
3,1,1,1,4,1,4,3,4,4,1,1,4,1,4,1,3,1,4,1,1,1,1,1,1,1,1,1,1.96428571428571,20,3,30,3,1,1,3,3,2.2,1,1,1,1,3,1,1.33333333333333,20,"religious-not-spiritual",91,1,"",53,"Vrouw",6,"other",7,FALSE,0.397930763244534
3,2,1,1,1,1,3,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1.35714285714286,0,1,35,4,5,5,3,2,3.8,1,1,1,1,1,1,1,NA,"religious-not-spiritual",50,1,"",60,"Man",4,"other",8,FALSE,1.35731749101837
3,4,2,1,4,2,2,2,1,1,4,1,4,2,3,1,1,2,1,3,2,1,3,1,2,2,1,3,2.10714285714286,37,1,31,4,2,2,2,3,2.6,1,1,5,1,1,1,1.66666666666667,0,"religious-spiritual",53,1,"",90,"Vrouw",6,"other",4,FALSE,0.340668731759317
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,10,3,3,1,3,3,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",75,"Vrouw",6,"other",7,FALSE,0.550685473370922
1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1.25,10,1,20,5,5,3,4,4,4.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",72,"Man",7,"other",8,FALSE,0.571511890430029
3,1,1,1,2,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1.42857142857143,50,1,50,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"religious-not-spiritual",95,3,"",80,"Man",4,"big cities",5,FALSE,0.795425897966574
3,3,2,2,3,1,3,1,3,3,3,1,2,3,2,2,2,1,1,1,1,1,2,1,3,2,1,2,1.96428571428571,65,3,50,4,5,3,3,4,3.8,1,1,1,1,3,1,1.33333333333333,50,"not-religious-spiritual",25,2,"",67,"Man",8,"big cities",9,FALSE,0.113817979294169
2,2,1,1,3,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1.28571428571429,10,1,40,1,2,2,2,2,1.8,1,3,1,2,2,1,1.66666666666667,20,"not-religious-not-spiritual",10,1,"",41,"Man",8,"big cities",9,FALSE,0.67240799850011
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,15,3,3,1,1,3,2.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",74,"Vrouw",3,"other",7,FALSE,1.21784642377222
2,5,4,4,5,4,4,2,NA,3,3,4,4,5,4,1,5,2,3,2,2,1,5,2,5,4,2,NA,3.34615384615385,100,4,71,5,5,5,3,5,4.6,1,1,1,1,4,2,1.66666666666667,83,"religious-spiritual",30,2,"",79,"Vrouw",3,"other",7,FALSE,4.09116842818445
1,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,28,4,4,2,3,4,3.4,1,1,1,2,1,2,1.33333333333333,9,"not-religious-not-spiritual",19,2,"",78,"Man",7,"other",8,FALSE,0.48515531811212
3,4,2,3,2,2,3,4,3,3,2,1,2,3,2,1,4,2,1,2,1,2,3,2,3,2,2,1,2.32142857142857,60,3,60,2,2,1,2,1,1.6,1,1,1,1,1,1,1,10,"not-religious-spiritual",18,1,"",50,"Vrouw",8,"other",8,FALSE,0.686063912611352
1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,40,5,3,1,3,1,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",56,"Man",8,"other",6,FALSE,0.62580827631455
2,4,1,4,5,1,2,2,4,4,3,2,4,4,2,2,2,2,3,1,1,1,4,4,4,4,2,4,2.78571428571429,70,1,40,5,5,5,4,2,4.2,1,1,1,1,3,2,1.5,5,"not-religious-spiritual",77,2,"",55,"Man",6,"other",4,FALSE,0.388601219379499
2,2,3,2,3,1,1,1,4,3,3,1,4,1,2,1,2,2,2,1,1,1,2,3,2,1,3,3,2.03571428571429,60,1,30,1,1,1,1,1,1,1,1,1,1,3,2,1.5,73,"religious-not-spiritual",69,8,"Oecumenisch",82,"Vrouw",7,"other",7,FALSE,0.302440544634865
2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1.25,20,1,30,2,2,1,1,2,1.6,1,1,1,1,1,1,1,20,"not-religious-not-spiritual",10,1,"",56,"Man",7,"other",7,FALSE,0.552248202980529
3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.10714285714286,50,2,50,5,2,1,3,2,2.6,1,1,1,1,3,1,1.33333333333333,50,"not-religious-not-spiritual",0,NA,"",32,"Vrouw",5,"other",7,FALSE,1.18226653517433
3,1,3,2,4,2,2,2,3,1,3,1,2,1,2,1,3,2,1,3,3,3,3,1,1,1,1,1,2,0,1,10,3,2,3,1,1,2,1,1,1,1,1,1,1,0,"religious-not-spiritual",52,2,"",72,"Vrouw",7,"big cities",8,FALSE,0.34233193886069
4,5,4,5,2,4,4,2,4,4,4,1,3,3,3,1,5,4,3,3,5,3,4,1,3,4,3,3,3.35714285714286,100,3,58,3,3,3,2,1,2.4,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",26,"Vrouw",6,"other",6,FALSE,1.86880323688189
1,3,1,2,4,3,3,2,2,2,4,2,5,4,2,1,2,3,1,1,1,1,1,1,3,4,1,1,2.17857142857143,21,2,43,4,1,2,3,3,2.6,1,1,1,1,1,1,1,19,"not-religious-not-spiritual",0,NA,"",65,"Man",8,"other",8,FALSE,1.50147477518635
3,2,2,2,4,2,3,2,2,3,4,2,4,2,2,1,2,1,1,1,1,1,2,4,4,2,1,4,2.28571428571429,20,1,30,2,4,1,2,2,2.2,1,1,1,1,1,2,1.16666666666667,20,"religious-spiritual",80,2,"",78,"Man",7,"big cities",9,FALSE,0.249930552015359
1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,3,5,1,3,1,1,1,1,1,1,1,1,1,1.57142857142857,63,3,53,3,5,2,1,2,2.6,1,1,1,1,3,1,1.33333333333333,52,"not-religious-spiritual",0,NA,"",66,"Vrouw",8,"other",1,TRUE,0.354174284395584
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",58,"Man",8,"big cities",9,FALSE,0.172222224965355
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,20,3,2,1,1,1,1.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",19,8,"Geen",78,"Vrouw",5,"big cities",7,FALSE,3.57457886710632
3,1,1,1,2,1,3,2,2,2,2,1,2,1,3,1,3,1,2,2,2,2,2,1,1,1,2,1,1.71428571428571,10,1,21,2,1,1,1,1,1.2,1,1,1,1,1,1,1,1,"not-religious-not-spiritual",0,NA,"",61,"Man",4,"other",8,FALSE,0.302565961136622
1,1,1,1,1,2,1,3,1,3,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.25,0,2,31,1,3,1,3,1,1.8,1,1,1,2,1,2,1.33333333333333,0,"not-religious-not-spiritual",0,NA,"",23,"Vrouw",7,"other",7,FALSE,2.61507420923527
1,2,1,1,3,1,3,1,3,3,3,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1.5,20,4,30,4,3,2,2,2,2.6,1,1,1,1,1,1,1,0,"not-religious-spiritual",0,NA,"",60,"Vrouw",6,"other",7,FALSE,0.64434002327175
1,1,1,1,2,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,10,1,40,4,3,2,3,3,3,1,2,1,1,1,1,1.16666666666667,51,"religious-not-spiritual",61,1,"",69,"Man",5,"other",7,FALSE,0.579061786040692
1,1,1,1,2,1,1,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21428571428571,0,1,21,5,5,2,4,5,4.2,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",75,"Man",5,"other",7,FALSE,0.36422758216296
1,1,2,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.21428571428571,0,1,40,2,4,2,2,1,2.2,1,1,1,1,1,1,1,0,"religious-not-spiritual",0,NA,"",78,"Man",6,"other",7,FALSE,0.368799887363797
3,3,1,3,3,1,4,2,4,4,1,2,3,1,2,2,3,1,2,3,1,1,2,4,3,1,1,4,2.32142857142857,28,3,68,5,5,3,3,3,3.8,1,1,1,1,1,2,1.16666666666667,9,"religious-spiritual",50,1,"",53,"Man",3,"other",4,FALSE,1.35731749101837
3,3,1,1,1,1,3,1,4,3,3,1,2,1,1,1,3,2,4,1,1,1,3,1,2,1,1,1,1.82142857142857,30,1,41,2,3,2,1,1,1.8,1,1,1,1,2,1,1.16666666666667,30,"not-religious-not-spiritual",9,2,"",71,"Man",6,"other",6,FALSE,0.170193616014324
3,5,4,5,5,3,5,4,4,5,3,2,5,3,4,1,5,4,5,3,2,3,5,2,5,5,5,2,3.82142857142857,100,5,33,5,4,4,3,4,4,3,2,1,1,1,4,2,45,"not-religious-spiritual",0,NA,"",61,"Vrouw",5,"big cities",6,FALSE,0.264659741127815
1,1,1,1,2,1,1,2,2,1,3,4,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.39285714285714,1,1,75,5,3,2,1,2,2.6,3,4,1,3,1,1,2.16666666666667,60,"not-religious-not-spiritual",1,1,"",40,"Man",7,"other",8,FALSE,1.58828210551543
1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,3,1,3,1,1,1,1.25,0,1,0,2,3,1,2,1,1.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",77,"Man",4,"other",7,FALSE,0.524560407044836
5,4,4,4,5,4,4,5,5,4,4,3,5,5,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4.10714285714286,75,4,20,3,3,2,2,2,2.4,4,4,4,4,5,5,4.33333333333333,91,"not-religious-spiritual",50,1,"",55,"Man",7,"big cities",10,FALSE,1.96547505821062
2,3,1,1,3,2,3,1,1,3,1,1,3,1,3,1,2,1,1,1,1,1,3,1,2,3,1,3,1.78571428571429,10,2,29,5,5,3,3,3,3.8,1,1,1,1,1,2,1.16666666666667,0,"not-religious-spiritual",0,NA,"",48,"Vrouw",6,"other",7,FALSE,NA
1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,3,1,1,1,1,2,1,2,1,1,1,1,1.35714285714286,1,1,40,4,4,4,3,3,3.6,1,1,1,1,1,1,1,1,"not-religious-spiritual",70,1,"",52,"Man",4,"other",8,FALSE,0.568775110981963
2,3,2,3,3,2,2,1,1,1,3,2,3,3,1,1,1,1,2,1,1,1,2,2,3,1,1,3,1.85714285714286,53,1,27,3,4,2,3,1,2.6,1,1,1,1,1,1,1,34,"religious-not-spiritual",87,3,"",75,"Man",8,"big cities",7,FALSE,0.276007756495129
3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,1,3,2,1,2,1,1,3,2,3,2,1,2,2.03571428571429,35,3,55,3,3,2,2,2,2.4,1,1,1,1,2,1,1.16666666666667,26,"not-religious-not-spiritual",0,NA,"",57,"Vrouw",6,"big cities",8,FALSE,0.253344334832083
4,4,3,4,5,3,4,4,4,3,4,3,4,4,3,2,3,3,3,3,3,2,4,4,4,3,4,3,3.46428571428571,70,2,51,5,4,3,3,4,3.8,3,2,3,2,3,2,2.5,70,"not-religious-spiritual",39,1,"",55,"Vrouw",6,"big cities",2,FALSE,1.35427029212379
1,1,1,1,4,1,4,2,1,3,4,1,3,1,2,1,1,1,2,1,1,1,3,1,1,1,1,1,1.64285714285714,2,1,35,2,2,3,3,2,2.4,1,1,1,1,2,1,1.16666666666667,2,"not-religious-not-spiritual",0,NA,"",69,"Vrouw",6,"other",7,FALSE,0.841954345728062
1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.07142857142857,4,1,71,2,2,2,2,2,2,1,1,1,1,1,1,1,71,"not-religious-not-spiritual",0,NA,"",71,"Man",8,"other",7,FALSE,0.22232743763145
1,1,3,1,1,1,1,3,1,4,1,1,3,1,4,1,3,1,3,1,1,1,1,1,1,1,1,1,1.57142857142857,2,1,0,2,3,2,1,5,2.6,1,1,1,1,1,1,1,0,"not-religious-spiritual",65,2,"",76,"Man",3,"other",5,TRUE,0.239801919862085
3,4,2,3,4,3,3,3,2,3,4,3,4,2,2,3,4,1,2,1,1,1,4,1,3,2,3,3,2.64285714285714,32,1,40,3,3,2,2,2,2.4,1,1,1,1,1,2,1.16666666666667,0,"not-religious-spiritual",1,7,"",52,"Man",7,"big cities",7,FALSE,0.0917875251232387
2,2,1,2,1,1,2,2,2,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1.5,10,1,40,2,2,1,2,3,2,1,1,1,1,1,1,1,20,"not-religious-not-spiritual",15,1,"",39,"Vrouw",8,"other",8,FALSE,0.968834700158472
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,70,3,2,1,1,3,2,2,1,1,1,1,1,1.16666666666667,20,"not-religious-not-spiritual",0,NA,"",36,"Vrouw",7,"big cities",6,FALSE,0.453405145265082
1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03571428571429,0,1,30,4,3,2,4,4,3.4,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",59,"Man",6,"other",NA,FALSE,0.514235252434033
3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1.25,5,1,27,4,5,2,1,1,2.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",27,"Man",7,"other",3,FALSE,1.72299750554682
1,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,29,2,3,1,2,2,2,1,1,1,1,1,1,1,30,"not-religious-not-spiritual",10,1,"",53,"Man",6,"other",7,FALSE,0.306452728586269
5,5,5,5,5,4,5,5,5,5,3,5,4,5,5,4,5,3,4,2,1,1,5,2,5,4,4,4,4.10714285714286,100,4,38,5,4,3,3,5,4,1,2,1,3,4,3,2.33333333333333,67,"not-religious-spiritual",28,8,"Ik ben wel spiritueel maar geloof niet in een god, wel in een bron van energie en in reïncarnatie",31,"Vrouw",6,"other",7,FALSE,1.92054876109383
1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1.14285714285714,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"religious-not-spiritual",100,2,"",27,"Vrouw",8,"big cities",9,FALSE,1.22198488459869
3,1,2,2,1,1,1,2,1,4,1,5,3,1,1,1,2,1,1,1,1,1,3,1,5,1,1,1,1.75,7,1,47,5,1,4,3,2,3,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",53,"Man",5,"other",4,FALSE,1.8043955508837
2,1,1,2,1,2,1,3,1,1,3,2,1,1,2,1,2,1,2,1,2,2,1,1,2,1,1,1,1.5,0,1,52,4,4,4,3,3,3.6,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",39,"Man",5,"other",7,FALSE,1.76069153583102
2,1,2,2,4,1,2,3,2,2,3,1,2,1,3,1,3,2,2,1,1,1,3,4,2,1,2,2,2,10,1,10,2,3,2,2,1,2,1,1,1,1,1,1,1,0,"religious-spiritual",80,8,"Oud-Katholieke gemeenschap",67,"Man",6,"other",8,FALSE,0.265376371198799
5,5,2,5,2,3,3,3,4,5,3,2,2,3,5,2,3,3,5,4,3,2,3,4,5,5,2,3,3.42857142857143,46,3,38,5,3,5,2,5,4,1,1,1,1,1,2,1.16666666666667,17,"religious-not-spiritual",60,2,"",47,"Man",5,"big cities",8,FALSE,0.723309558897143
4,3,3,2,3,3,3,3,3,3,3,2,3,3,3,1,3,1,1,2,2,1,3,1,3,3,2,3,2.5,60,3,50,3,3,2,3,2,2.6,1,1,1,1,2,2,1.33333333333333,30,"not-religious-spiritual",50,2,"",58,"Vrouw",6,"other",7,FALSE,1.05217023922575
1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.17857142857143,0,1,55,2,3,3,2,2,2.4,1,1,1,1,2,4,1.66666666666667,50,"not-religious-not-spiritual",0,NA,"",39,"Man",7,"big cities",3,FALSE,0.96942019820004
1,1,1,1,1,1,1,3,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.28571428571429,0,1,65,2,3,4,2,3,2.8,1,1,1,1,1,3,1.33333333333333,55,"not-religious-not-spiritual",0,NA,"",36,"Man",6,"other",6,FALSE,5.93927933479238
3,3,3,1,3,5,4,4,4,3,4,3,4,2,4,1,3,3,2,2,2,1,3,2,2,2,1,2,2.71428571428571,45,1,31,2,2,2,2,2,2,1,1,1,1,2,2,1.33333333333333,40,"not-religious-not-spiritual",0,NA,"",68,"Man",3,"big cities",6,FALSE,2.43697975745027
2,2,3,2,3,3,1,1,2,1,3,1,2,1,2,1,2,2,1,1,1,1,3,2,2,1,1,2,1.75,80,1,30,2,2,1,2,1,1.6,1,1,1,1,1,1,1,20,"religious-not-spiritual",85,2,"",77,"Vrouw",4,"other",7,FALSE,1.90147586215172
3,1,1,1,1,1,3,2,1,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32142857142857,10,1,15,1,3,1,2,1,1.6,1,1,1,1,1,1,1,10,"not-religious-not-spiritual",0,NA,"",69,"Man",6,"other",8,FALSE,0.587787706579849
3,1,1,2,3,1,2,1,1,2,1,3,2,1,1,1,3,3,1,1,1,1,1,1,3,1,2,2,1.64285714285714,20,2,52,3,3,1,2,3,2.4,1,1,1,1,1,2,1.16666666666667,2,"not-religious-spiritual",57,2,"",60,"Vrouw",7,"other",7,FALSE,0.309918473326637
3,3,3,3,4,3,3,3,3,2,3,2,3,3,3,2,2,3,2,4,3,2,2,3,3,3,2,3,2.78571428571429,10,1,31,5,5,5,4,5,4.8,1,1,1,1,1,1,1,1,"not-religious-spiritual",40,1,"",55,"Vrouw",6,"other",5,FALSE,0.562008392636535
2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,1,2,1.42857142857143,4,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,0,"not-religious-spiritual",9,2,"",58,"Vrouw",5,"other",8,FALSE,0.396421123047364
2,3,1,2,3,3,3,3,1,4,4,1,4,2,2,1,1,2,2,2,1,1,3,4,1,2,2,1,2.17857142857143,40,1,20,3,4,3,3,4,3.4,1,1,1,1,1,1,1,12,"religious-spiritual",91,2,"",66,"Vrouw",6,"other",8,FALSE,0.260030991876164
3,1,2,1,2,1,2,3,2,1,3,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.53571428571429,0,1,29,1,3,2,1,1,1.6,1,1,1,1,1,1,1,0,"religious-not-spiritual",9,2,"",55,"Man",5,"other",8,FALSE,0.813584679792492
3,4,4,3,3,2,5,3,1,4,5,1,4,4,3,1,3,4,4,3,1,1,4,2,1,2,3,4,2.92857142857143,71,2,34,3,4,2,2,2,2.6,1,1,1,1,1,1,1,17,"religious-not-spiritual",78,3,"",49,"Vrouw",5,"other",6,FALSE,0.797308104366633
4,1,1,1,3,1,4,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.39285714285714,9,1,1,5,5,2,2,2,3.2,1,1,1,1,1,2,1.16666666666667,9,"religious-spiritual",81,3,"",64,"Man",7,"other",8,FALSE,0.534512178601704
1,1,1,2,4,1,1,2,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,1,4,1,5,1.67857142857143,8,1,71,4,3,2,2,2,2.6,1,1,1,1,3,1,1.33333333333333,9,"not-religious-spiritual",50,2,"",66,"Man",7,"other",4,FALSE,0.236346901385758
2,1,1,1,2,1,1,1,1,1,3,2,3,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1.35714285714286,40,1,50,5,5,5,5,4,4.8,1,1,1,1,1,1,1,0,"not-religious-not-spiritual",0,NA,"",76,"Man",5,"other",6,FALSE,0.265664191107456
5,1,2,4,5,1,4,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1,1,5,3,4,1,4,2.10714285714286,85,NA,42,4,2,2,2,3,2.6,1,1,1,1,2,2,1.33333333333333,51,"religious-spiritual",93,8,"Evangelisch",39,"Man",7,"big cities",8,FALSE,0.28931300752869
2,2,2,2,3,1,2,2,2,1,3,1,5,1,2,1,3,1,2,2,1,1,2,1,3,2,1,3,1.92857142857143,40,3,70,4,3,1,2,1,2.2,1,1,1,1,2,1,1.16666666666667,40,"religious-not-spiritual",60,2,"",77,"Vrouw",8,"big cities",9,FALSE,0.34233193886069
